51074,2729
51074,2937
51074,58478
51074,84245
51074,102724560
51074,4357
51074,191
51074,1786
51074,7263
51074,2730
4357,102724560
4357,191
4357,2729
4357,7263
4357,3939
4357,27430
4357,259307
4357,586
4357,2806
262,259307
262,4190
262,27430
262,7263
262,1036
262,586
262,23382
262,6611
262,4548
262,4357
64902,4507
64902,84245
64902,1786
64902,3948
64902,1789
64902,2729
64902,6723
64902,55256
64902,2730
64902,4144
1036,259307
1036,2806
1036,3948
1036,27430
1036,6898
1036,2805
1036,6611
1036,4357
1036,4143
10768,875
10768,92483
10768,4144
10768,4191
10768,4190
10768,1789
10768,1491
10768,1786
10768,4507
10768,64902
84245,1786
84245,4507
84245,2730
84245,1789
84245,55256
84245,2729
84245,2937
84245,191
84245,58478
4507,3948
4507,1789
4507,6723
4507,1786
4507,3945
4507,160287
4507,58478
160287,3948
160287,1491
160287,3939
160287,1789
160287,3945
160287,92483
160287,58478
160287,1786
160287,7263
27430,4143
27430,259307
27430,4144
27430,6898
27430,102724560
27430,23382
27430,2806
27430,6611
2729,1789
2729,2937
2729,3948
2729,102724560
2729,1786
2729,7263
2730,55256
2730,58478
2730,2937
2730,102724560
2730,586
2730,1789
2730,1786
4143,2805
4143,23382
4143,6898
4143,635
4143,4548
4143,6611
4143,875
4143,4144
4143,4191
4144,102724560
4144,92483
4144,2937
4144,55256
4144,2806
4144,2805
191,4548
191,6611
191,6898
191,1789
191,102724560
191,1788
191,64902
23743,635
23743,1788
23743,4190
23743,3945
23743,3939
23743,6723
23743,10768
23743,4191
23743,587
23743,6611
6723,3945
6723,587
6723,7263
6723,1491
6723,3939
6723,3948
6723,4190
4548,23382
4548,6611
4548,6898
4548,27430
4548,1788
4548,84245
4548,875
92483,1491
92483,2805
92483,1789
92483,3939
92483,587
92483,586
92483,4190
586,4190
586,102724560
586,58478
586,55256
586,10768
586,4144
587,1491
587,3939
587,7263
587,4190
587,1789
587,875
587,1786
587,51074
102724560,2937
102724560,55256
102724560,58478
1491,3948
1491,7263
1491,1789
1491,1786
1491,3945
6611,23382
6611,6898
6611,1788
6611,259307
6611,635
6611,58478
23382,875
23382,6898
23382,191
23382,259307
23382,4191
55256,58478
55256,1786
55256,2937
55256,1789
4190,7263
4190,1789
4190,4191
7263,3939
7263,3948
7263,3945
7263,4191
7263,1786
7263,64902
4191,875
4191,1788
4191,6898
4191,259307
4191,27430
4191,635
3939,3945
3939,1491
3939,635
3945,3948
3945,1786
3945,64902
875,2937
875,1788
875,84245
875,1789
875,6898
875,259307
259307,1788
259307,6898
259307,4143
3948,1789
3948,1786
58478,1789
58478,1786
58478,4144
6898,635
6898,1788
2805,2806
2805,635
2805,27430
2805,6611
2805,1491
2805,259307
2806,3948
2806,6898
2806,102724560
2806,4507
2806,4143
2937,1789
2937,58478
1786,1789
635,1788
635,875
635,3945
635,191
1788,10768
