1793,79767
1793,3611
1793,5296
1793,2335
1793,1496
1793,8503
1793,9844
1793,8976
1793,1785
1793,3678
8976,5291
8976,3611
8976,5879
8976,4233
8976,5295
8976,7414
8976,6714
8976,5296
8976,60
3611,5296
3611,3688
3611,4233
3611,5829
3611,1496
3611,9844
3611,2335
3611,5293
7454,10552
7454,71
7454,81873
7454,1398
7454,867
7454,2017
7454,2549
7454,998
7454,1785
7454,3688
2335,3678
2335,999
2335,79658
2335,5290
2335,29119
2335,5296
2335,1499
2335,1496
79658,10093
79658,10094
79658,10095
79658,10109
79658,1499
79658,29119
79658,5291
79658,391
79658,3611
8503,1496
8503,5293
8503,1398
8503,5291
8503,81873
8503,71
8503,1399
8503,29119
8503,5290
10552,1398
10552,998
10552,81873
10552,10092
10552,2017
10552,9564
10552,10163
10552,1495
10552,6714
6714,2017
6714,9564
6714,5747
6714,5295
6714,1759
6714,7414
6714,5829
6714,5879
6714,867
60,3688
60,5879
60,4233
60,5296
60,5293
60,26084
60,5829
60,5291
60,1785
71,5291
71,81873
71,5879
71,79767
71,8976
71,2549
71,9564
71,29119
9564,5747
9564,5829
9564,5879
9564,79767
9564,1759
9564,5295
9564,1793
3678,5290
3678,26084
3678,1399
3678,999
3678,10093
3678,79767
3678,79658
3678,3688
867,7414
867,2549
867,998
867,81873
867,8976
867,3688
867,1759
867,3059
3688,4233
3688,10109
3688,5296
3688,5879
3688,5293
3688,2549
3688,8976
3688,5291
10092,10109
10092,10095
10092,10094
10092,9844
10092,29119
10092,999
10092,3688
10092,8936
10092,10163
10093,10094
10093,391
10093,387
10093,10095
10093,5829
10093,10109
10093,10163
10093,10092
10094,10095
10094,10109
10094,10163
10094,29119
10094,1499
10094,391
10094,9844
10095,10109
10095,10163
10095,391
10095,3059
10095,29119
10095,9844
5747,8936
5747,5295
5747,5829
5747,8976
5747,3059
5747,4233
5747,5879
5747,71
9844,1496
9844,29119
9844,10109
9844,1499
9844,1759
9844,999
9844,10163
1398,2017
1398,1399
1398,81873
1398,998
1398,1785
1398,1495
1398,1793
1399,5290
1399,29119
1399,1496
1399,8936
1399,1495
1399,1785
1399,5296
10109,999
10109,1499
10109,29119
10109,3059
387,10163
387,999
387,5293
387,1496
387,1499
387,4233
387,8936
387,1495
387,29119
391,63916
391,79767
391,1759
391,5291
391,26084
391,1785
4233,5829
4233,5296
4233,8936
4233,7414
4233,5879
79767,5291
79767,26084
79767,5296
79767,1785
79767,5879
79767,4233
5290,29119
5290,1495
5290,8936
5290,5291
5290,5293
5290,10163
5291,1496
5291,29119
5291,5293
5291,5879
5291,5296
63916,2549
63916,1759
63916,998
63916,26052
63916,60
63916,79767
63916,10163
63916,1495
63916,1398
5293,1495
5293,1496
5293,8936
5293,5296
5293,29119
5295,2017
5295,26084
5295,5879
5295,1785
5295,26052
5295,7414
5296,7414
5296,1496
5296,26084
10163,1495
10163,29119
10163,10109
10163,8936
29119,1496
29119,999
26052,5879
26052,26084
26052,4233
26052,2017
26052,2549
26052,8976
26052,1785
26052,6714
5829,8936
5829,8976
5829,3688
5829,1793
81873,2017
81873,998
81873,1785
81873,2549
81873,5291
1495,8936
1495,8503
1495,29119
1495,999
1499,999
1499,29119
1499,5293
1499,8936
1759,998
1759,3059
1759,5829
1759,1793
1759,2017
2017,1785
2017,5879
2017,8503
2017,1399
26084,1785
26084,8976
26084,5879
26084,1793
998,2549
998,2017
998,391
999,3688
999,4233
8936,5296
3059,5829
3059,10092
3059,8936
3059,3611
3059,387
3059,10094
2549,7414
2549,1785
2549,79767
7414,5293
7414,3688
7414,26084
7414,3611
1785,5296
